mu,sigma,centroid_defect,log_mass_ratio
0.125,0.011333333333333334,0.4299423175698715,-0.08970487466655372
0.12916666666666668,0.011333333333333334,8.8431148618058,-10.875639937004168
0.13333333333333333,0.011333333333333334,0.0,-10.875639937004168
0.1375,0.011333333333333334,6.123413293352139,-10.875639937004168
0.14166666666666666,0.011333333333333334,8.004899853493114,-10.875639937004168
0.14583333333333334,0.011333333333333334,0.0,-10.875639937004168
0.15000000000000002,0.011333333333333334,0.0,-10.875639937004168
0.15416666666666667,0.011333333333333334,0.0,-10.875639937004168
0.15833333333333333,0.011333333333333334,0.0,-10.875639937004168
0.1625,0.011333333333333334,0.0,-10.875639937004168
0.16666666666666669,0.011333333333333334,0.0,-10.875639937004168
0.17083333333333334,0.011333333333333334,0.0,-10.875639937004168
0.175,0.011333333333333334,0.0,-10.875639937004168
0.17916666666666667,0.011333333333333334,0.0,-10.875639937004168
0.18333333333333335,0.011333333333333334,0.0,-10.875639937004168
0.1875,0.011333333333333334,0.0,-10.875639937004168
0.19166666666666665,0.011333333333333334,0.0,-10.875639937004168
0.19583333333333333,0.011333333333333334,0.0,-10.875639937004168
0.2,0.011333333333333334,0.0,-10.875639937004168
0.1,0.012,10.868100054103104,0.8718045118563301
0.10416666666666667,0.012,0.0,-10.875639937004168
0.10833333333333334,0.012,0.0,-10.875639937004168
0.1125,0.012,0.0,-10.875639937004168
0.11666666666666667,0.012,3.5093198063063658,-10.875639937004168
0.12083333333333333,0.012,0.13602121611593054,-0.07725174704662853
0.125,0.012,0.3100895290886328,-0.07407402294143577
0.12916666666666668,0.012,0.4729029223474321,-0.08899216789706282
0.13333333333333333,0.012,0.3003324451048244,-0.064907202706416
0.1375,0.012,0.0,-10.875639937004168
0.14166666666666666,0.012,0.0,-10.875639937004168
0.14583333333333334,0.012,0.0,-10.875639937004168
